TailNumber,Origin,Destination,TravelDate,TravelTime,SeatPrice,Capacity,AircraftName,FirstName,LastName,DOB
R2942,ATL,MSP,2020-03-09,7,82.52,204,Boeing-767,Phil,Fury,MTk4Ni0xMS0wOA==
D2204,LAS,MIA,2020-03-19,2,467.1,23,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
K2295,SEA,PHL,2019-05-23,2,178.77,194,Boeing-767,Phil,Fury,MTk4Ni0xMS0wOA==
U2999,ATL,IAH,2019-12-18,7,273.75,211,Airbus-A330,Robert,Greene,MTk5MS0xMS0wOQ==
N3093,DEN,MIA,2019-10-06,8,158.22,85,Airbus-A340,Emily,Anderson,MTk5My0wMy0yMA==
N3093,LAX,BOS,2020-02-08,8,105.13,85,Airbus-A340,Phil,Fury,MTk4Ni0xMS0wOA==
O2858,LAX,BOS,2019-10-23,10,310.31,89,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
O2806,ATL,FLL,2019-06-10,10,486.95,133,Airbus-A350,Robert,Greene,MTk5MS0xMS0wOQ==
D2204,DFW,IAH,2019-08-21,10,245.33,23,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
U2808,JFK,PHL,2019-08-27,7,247.98,75,Airbus-A380,Phil,Fury,MTk4Ni0xMS0wOA==
V2774,MCO,BOS,2020-03-28,10,191.05,142,Boeing-747,Russell,Brown,MTk5Mi0xMS0xNA==
N2413,JFK,DTW,2020-04-02,8,265.66,74,Airbus-A350,Russell,Brown,MTk5Mi0xMS0xNA==
R2942,ORD,PHX,2019-07-01,8,473.24,204,Boeing-767,Phil,Fury,MTk4Ni0xMS0wOA==
U2999,ATL,EWR,2019-10-29,2,485.73,211,Airbus-A330,Robert,Greene,MTk5MS0xMS0wOQ==
R2942,ATL,CLT,2019-10-01,4,247.82,204,Boeing-767,Phil,Fury,MTk4Ni0xMS0wOA==
R3228,LAX,IAH,2020-04-12,5,114.93,62,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
Z2791,LAS,PHX,2019-07-07,4,488.79,46,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
N2413,MCO,MSP,2019-07-27,7,53.9,74,Airbus-A350,Emily,Anderson,MTk5My0wMy0yMA==
Q2705,SEA,PHL,2020-01-16,9,303.05,125,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
Q2705,SFO,MSP,2020-01-24,6,94.45,125,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
V2774,JFK,IAH,2019-09-05,7,452.33,142,Boeing-747,Robert,Greene,MTk5MS0xMS0wOQ==
V3243,MCO,DTW,2020-03-05,5,471.59,114,Boeing-747,Robert,Greene,MTk5MS0xMS0wOQ==
D3204,SFO,PHL,2020-02-23,6,356.7,29,Airbus-A380,Russell,Brown,MTk5Mi0xMS0xNA==
R2942,MCO,EWR,2020-03-07,9,400.23,204,Boeing-767,Robert,Greene,MTk5MS0xMS0wOQ==
Q2705,LAS,FLL,2019-05-09,3,274.3,125,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
V2774,JFK,EWR,2019-09-28,9,306.21,142,Boeing-747,Phil,Fury,MTk4Ni0xMS0wOA==
O2806,JFK,CLT,2019-06-12,4,262.29,133,Airbus-A350,Robert,Greene,MTk5MS0xMS0wOQ==
X2978,DEN,FLL,2020-03-20,2,190.38,59,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
V2774,SEA,DTW,2019-11-19,9,112.93,142,Boeing-747,Phil,Fury,MTk4Ni0xMS0wOA==
K2295,MCO,MIA,2020-01-11,8,183.57,194,Boeing-767,Robert,Greene,MTk5MS0xMS0wOQ==
N2355,LAX,BOS,2019-06-04,2,441.74,67,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
T3231,SEA,EWR,2020-01-09,6,241.79,225,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
O2806,LAS,PHX,2019-07-12,2,160.98,133,Airbus-A350,Phil,Fury,MTk4Ni0xMS0wOA==
Z2791,SEA,EWR,2020-02-26,4,300.68,46,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
V2774,MCO,PHL,2019-05-12,9,389.28,142,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
V2774,MCO,FLL,2019-05-12,9,97.44,142,Boeing-747,Russell,Brown,MTk5Mi0xMS0xNA==
N3093,LAX,CLT,2019-06-13,8,254.23,85,Airbus-A340,Robert,Greene,MTk5MS0xMS0wOQ==
Z2791,MCO,CLT,2019-11-27,1,286.31,46,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
N2355,MCO,CLT,2019-09-09,7,200.22,67,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
O2806,SFO,DTW,2019-06-26,5,398.8,133,Airbus-A350,Emily,Anderson,MTk5My0wMy0yMA==
N3093,DEN,IAH,2020-01-30,4,285.1,85,Airbus-A340,Emily,Anderson,MTk5My0wMy0yMA==
D3204,DEN,IAH,2019-05-15,10,274.36,29,Airbus-A380,Russell,Brown,MTk5Mi0xMS0xNA==
M2286,SFO,FLL,2020-02-29,9,80.7,174,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
N3093,JFK,PHX,2019-11-08,8,297.66,85,Airbus-A340,Robert,Greene,MTk5MS0xMS0wOQ==
R2942,ATL,MIA,2019-06-12,5,67.11,204,Boeing-767,Phil,Fury,MTk4Ni0xMS0wOA==
U2698,DFW,PHX,2020-01-03,10,375.97,122,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
U2698,DEN,PHL,2019-11-03,3,317.56,122,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
Q2705,DFW,CLT,2019-07-13,8,393.55,125,Boeing-777,Emily,Anderson,MTk5My0wMy0yMA==
R3228,MCO,MSP,2019-08-26,3,371.54,62,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
M2286,MCO,FLL,2020-03-11,9,309.51,174,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
U2698,DEN,CLT,2019-11-07,9,289.49,122,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
R2942,ATL,IAH,2020-02-19,8,159.72,204,Boeing-767,Russell,Brown,MTk5Mi0xMS0xNA==
X2978,DEN,BOS,2019-08-02,8,276.31,59,Boeing-777,Emily,Anderson,MTk5My0wMy0yMA==
O2858,LAS,CLT,2020-03-15,7,400.07,89,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
U2698,MCO,DTW,2020-01-10,8,282.74,122,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
R2942,JFK,FLL,2019-08-03,7,386.5,204,Boeing-767,Emily,Anderson,MTk5My0wMy0yMA==
V3243,ATL,BOS,2019-12-31,10,372.16,114,Boeing-747,Phil,Fury,MTk4Ni0xMS0wOA==
R2942,SFO,FLL,2019-12-05,8,332.04,204,Boeing-767,Robert,Greene,MTk5MS0xMS0wOQ==
D3204,JFK,MIA,2019-09-28,4,234.32,29,Airbus-A380,Robert,Greene,MTk5MS0xMS0wOQ==
N2413,LAS,IAH,2019-05-16,2,162.04,74,Airbus-A350,Emily,Anderson,MTk5My0wMy0yMA==
